epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,115.299,0.75902,1.14284,0.95378,0.79151,0.92372,0.98111,0.8407,0.64581,0.79898,0.91434,0.00051115,0.00051115,0.00051115
186,115.942,1.13502,1.64162,0.94772,0.79151,0.92372,0.98111,0.8407,0.64581,0.79898,0.91434,0.000510531,0.000510531,0.000510531
187,116.584,0.76576,1.15644,0.86463,0.79151,0.92372,0.98111,0.8407,0.64581,0.79898,0.91434,0.000509913,0.000509913,0.000509913
188,117.273,0.64568,0.85776,0.99731,0.78798,0.96234,0.98111,0.82756,0.64297,0.80503,0.9117,0.000509294,0.000509294,0.000509294
189,117.868,0.80301,1.16868,0.91061,0.78798,0.96234,0.98111,0.82756,0.64297,0.80503,0.9117,0.000508675,0.000508675,0.000508675
190,118.443,0.51639,0.63879,0.9465,0.78798,0.96234,0.98111,0.82756,0.64297,0.80503,0.9117,0.000508056,0.000508056,0.000508056
191,119.036,0.53862,0.77015,0.97727,0.78798,0.96234,0.98111,0.82756,0.64297,0.80503,0.9117,0.000507438,0.000507438,0.000507438
192,119.683,0.67233,1.00117,0.90124,0.73073,1,0.98111,0.84098,0.56728,0.78491,0.89963,0.000506819,0.000506819,0.000506819
193,120.309,0.53302,1.10483,0.97838,0.73073,1,0.98111,0.84098,0.56728,0.78491,0.89963,0.0005062,0.0005062,0.0005062
194,120.94,0.62,0.74801,0.8812,0.73073,1,0.98111,0.84098,0.56728,0.78491,0.89963,0.000505581,0.000505581,0.000505581
195,121.565,0.5424,0.71987,0.96249,0.73073,1,0.98111,0.84098,0.56728,0.78491,0.89963,0.000504963,0.000504963,0.000504963
196,122.243,0.87984,1.13382,0.95392,0.73718,0.98328,0.98111,0.86133,0.48507,0.77159,0.88413,0.000504344,0.000504344,0.000504344
197,122.878,0.69769,1.18667,0.89942,0.73718,0.98328,0.98111,0.86133,0.48507,0.77159,0.88413,0.000503725,0.000503725,0.000503725
198,123.498,0.57848,0.73027,0.87693,0.73718,0.98328,0.98111,0.86133,0.48507,0.77159,0.88413,0.000503106,0.000503106,0.000503106
199,124.11,0.57453,0.78236,0.93685,0.73718,0.98328,0.98111,0.86133,0.48507,0.77159,0.88413,0.000502487,0.000502487,0.000502487
200,124.78,0.68572,0.85448,0.9003,0.71167,0.9754,0.98111,0.90363,0.45324,0.71474,0.87467,0.000501869,0.000501869,0.000501869
201,125.418,0.72203,0.8193,0.96479,0.71167,0.9754,0.98111,0.90363,0.45324,0.71474,0.87467,0.00050125,0.00050125,0.00050125
202,126.06,0.63904,0.79077,0.86196,0.71167,0.9754,0.98111,0.90363,0.45324,0.71474,0.87467,0.000500631,0.000500631,0.000500631
203,126.701,0.66473,0.90997,0.88605,0.71167,0.9754,0.98111,0.90363,0.45324,0.71474,0.87467,0.000500013,0.000500013,0.000500013
204,127.442,0.59222,0.76831,0.87286,0.93172,0.8478,0.995,0.90013,0.51339,0.70014,0.87961,0.000499394,0.000499394,0.000499394
205,128.06,1.01087,1.2717,0.88722,0.93172,0.8478,0.995,0.90013,0.51339,0.70014,0.87961,0.000498775,0.000498775,0.000498775
206,128.647,0.65292,0.97703,1.12826,0.93172,0.8478,0.995,0.90013,0.51339,0.70014,0.87961,0.000498156,0.000498156,0.000498156
207,129.258,0.68034,1.05631,0.91494,0.93172,0.8478,0.995,0.90013,0.51339,0.70014,0.87961,0.000497537,0.000497537,0.000497537
208,129.892,0.51335,0.6325,0.86975,0.77109,0.97563,0.995,0.88485,0.5755,0.69635,0.88849,0.000496919,0.000496919,0.000496919
209,130.5,0.73891,1.08786,0.86113,0.77109,0.97563,0.995,0.88485,0.5755,0.69635,0.88849,0.0004963,0.0004963,0.0004963
210,131.116,0.74032,1.01958,0.99707,0.77109,0.97563,0.995,0.88485,0.5755,0.69635,0.88849,0.000495681,0.000495681,0.000495681
211,131.732,0.59105,0.78414,0.85175,0.77109,0.97563,0.995,0.88485,0.5755,0.69635,0.88849,0.000495063,0.000495063,0.000495063
212,132.356,0.76077,0.99958,0.96782,0.83899,0.97646,0.995,0.89989,0.54721,0.66054,0.88041,0.000494444,0.000494444,0.000494444
213,132.966,0.66728,0.89657,0.8487,0.83899,0.97646,0.995,0.89989,0.54721,0.66054,0.88041,0.000493825,0.000493825,0.000493825
214,133.582,0.60736,0.93613,0.80026,0.83899,0.97646,0.995,0.89989,0.54721,0.66054,0.88041,0.000493206,0.000493206,0.000493206
215,134.195,0.56579,0.75516,0.87666,0.83899,0.97646,0.995,0.89989,0.54721,0.66054,0.88041,0.000492588,0.000492588,0.000492588
216,134.839,0.80025,1.01833,1.07544,0.89335,0.99788,0.995,0.91703,0.51271,0.62153,0.87404,0.000491969,0.000491969,0.000491969
217,135.493,0.77712,1.01249,0.86602,0.89335,0.99788,0.995,0.91703,0.51271,0.62153,0.87404,0.00049135,0.00049135,0.00049135
218,136.12,0.59195,0.72391,1.00185,0.89335,0.99788,0.995,0.91703,0.51271,0.62153,0.87404,0.000490731,0.000490731,0.000490731
219,136.762,0.76052,0.86456,0.86397,0.89335,0.99788,0.995,0.91703,0.51271,0.62153,0.87404,0.000490112,0.000490112,0.000490112
220,137.446,0.61692,0.95067,0.84445,0.92258,0.98993,0.995,0.89886,0.5325,0.62524,0.88004,0.000489494,0.000489494,0.000489494
221,138.042,0.50504,0.62847,0.85802,0.92258,0.98993,0.995,0.89886,0.5325,0.62524,0.88004,0.000488875,0.000488875,0.000488875
222,138.64,0.55389,0.62975,0.87637,0.92258,0.98993,0.995,0.89886,0.5325,0.62524,0.88004,0.000488256,0.000488256,0.000488256
223,139.316,0.92438,1.1868,0.90125,0.92258,0.98993,0.995,0.89886,0.5325,0.62524,0.88004,0.000487638,0.000487638,0.000487638
224,139.98,0.79739,1.29978,0.88585,0.92414,0.9841,0.995,0.8962,0.51172,0.63425,0.87718,0.000487019,0.000487019,0.000487019
225,140.588,0.69489,1.52177,0.92146,0.92414,0.9841,0.995,0.8962,0.51172,0.63425,0.87718,0.0004864,0.0004864,0.0004864
226,141.203,0.5948,0.76507,0.82547,0.92414,0.9841,0.995,0.8962,0.51172,0.63425,0.87718,0.000485781,0.000485781,0.000485781
227,141.803,0.53231,0.62923,0.84227,0.92414,0.9841,0.995,0.8962,0.51172,0.63425,0.87718,0.000485163,0.000485163,0.000485163
228,142.45,0.81385,1.0168,0.79451,0.93773,0.97572,0.995,0.90705,0.5024,0.65071,0.87792,0.000484544,0.000484544,0.000484544
229,143.045,0.63799,0.95297,0.88659,0.93773,0.97572,0.995,0.90705,0.5024,0.65071,0.87792,0.000483925,0.000483925,0.000483925
230,143.646,0.52136,0.68498,0.88753,0.93773,0.97572,0.995,0.90705,0.5024,0.65071,0.87792,0.000483306,0.000483306,0.000483306
231,144.234,0.71065,0.90264,1.05592,0.93773,0.97572,0.995,0.90705,0.5024,0.65071,0.87792,0.000482687,0.000482687,0.000482687
232,144.88,0.8443,0.92286,0.87872,0.89945,0.93868,0.98111,0.89191,0.50937,0.67303,0.88154,0.000482069,0.000482069,0.000482069
233,145.487,0.59548,0.96795,0.8738,0.89945,0.93868,0.98111,0.89191,0.50937,0.67303,0.88154,0.00048145,0.00048145,0.00048145
234,146.111,0.54774,0.87458,0.89701,0.89945,0.93868,0.98111,0.89191,0.50937,0.67303,0.88154,0.000480831,0.000480831,0.000480831
235,146.726,0.48077,0.64421,0.86393,0.89945,0.93868,0.98111,0.89191,0.50937,0.67303,0.88154,0.000480213,0.000480213,0.000480213
236,147.437,0.70122,0.8603,0.87972,0.89577,0.93809,0.98111,0.87313,0.5048,0.67938,0.8817,0.000479594,0.000479594,0.000479594
237,148.05,0.46348,0.74502,0.89208,0.89577,0.93809,0.98111,0.87313,0.5048,0.67938,0.8817,0.000478975,0.000478975,0.000478975
238,148.644,0.48093,0.72111,0.99003,0.89577,0.93809,0.98111,0.87313,0.5048,0.67938,0.8817,0.000478356,0.000478356,0.000478356
239,149.246,0.67675,1.30225,0.92266,0.89577,0.93809,0.98111,0.87313,0.5048,0.67938,0.8817,0.000477738,0.000477738,0.000477738
240,149.889,0.64261,0.83799,0.91557,0.93672,0.96633,0.995,0.89455,0.4897,0.62579,0.87915,0.000477119,0.000477119,0.000477119
241,150.519,0.50642,0.72183,0.95312,0.93672,0.96633,0.995,0.89455,0.4897,0.62579,0.87915,0.0004765,0.0004765,0.0004765
242,151.137,0.41429,0.61164,0.86432,0.93672,0.96633,0.995,0.89455,0.4897,0.62579,0.87915,0.000475881,0.000475881,0.000475881
243,151.725,0.58396,0.72528,0.95866,0.93672,0.96633,0.995,0.89455,0.4897,0.62579,0.87915,0.000475263,0.000475263,0.000475263
244,152.367,1.00185,1.0399,0.82086,0.9286,0.97497,0.995,0.90822,0.4713,0.59197,0.873,0.000474644,0.000474644,0.000474644
245,152.988,0.49667,0.83253,0.84771,0.9286,0.97497,0.995,0.90822,0.4713,0.59197,0.873,0.000474025,0.000474025,0.000474025
246,153.618,0.87337,1.10872,0.88519,0.9286,0.97497,0.995,0.90822,0.4713,0.59197,0.873,0.000473406,0.000473406,0.000473406
247,154.232,0.7223,0.93998,0.91632,0.9286,0.97497,0.995,0.90822,0.4713,0.59197,0.873,0.000472788,0.000472788,0.000472788
248,154.907,0.60292,0.77971,0.79939,0.94036,0.95288,0.995,0.90034,0.46668,0.58119,0.87056,0.000472169,0.000472169,0.000472169
249,155.504,0.66524,1.12833,1.05571,0.94036,0.95288,0.995,0.90034,0.46668,0.58119,0.87056,0.00047155,0.00047155,0.00047155
250,156.124,0.47817,0.74726,0.85432,0.94036,0.95288,0.995,0.90034,0.46668,0.58119,0.87056,0.000470931,0.000470931,0.000470931
251,156.741,0.60953,0.92373,0.95931,0.94036,0.95288,0.995,0.90034,0.46668,0.58119,0.87056,0.000470312,0.000470312,0.000470312
252,157.378,0.47733,0.6537,0.88078,0.94527,0.94859,0.995,0.90769,0.45081,0.5744,0.86965,0.000469694,0.000469694,0.000469694
253,157.971,0.49166,0.63786,0.87457,0.94527,0.94859,0.995,0.90769,0.45081,0.5744,0.86965,0.000469075,0.000469075,0.000469075
254,158.569,0.53134,0.91438,0.88981,0.94527,0.94859,0.995,0.90769,0.45081,0.5744,0.86965,0.000468456,0.000468456,0.000468456
255,159.174,0.4886,0.73833,0.84027,0.94527,0.94859,0.995,0.90769,0.45081,0.5744,0.86965,0.000467837,0.000467837,0.000467837
256,159.824,0.56398,0.82941,1.01504,0.92744,0.96096,0.995,0.92994,0.45906,0.56132,0.87219,0.000467219,0.000467219,0.000467219
257,160.452,0.52484,0.72668,0.99705,0.92744,0.96096,0.995,0.92994,0.45906,0.56132,0.87219,0.0004666,0.0004666,0.0004666
258,161.081,0.53373,0.72277,0.96857,0.92744,0.96096,0.995,0.92994,0.45906,0.56132,0.87219,0.000465981,0.000465981,0.000465981
259,161.713,0.61783,0.90783,0.93909,0.92744,0.96096,0.995,0.92994,0.45906,0.56132,0.87219,0.000465363,0.000465363,0.000465363
260,162.38,0.51641,0.91391,0.89749,0.92991,0.96699,0.995,0.91501,0.4962,0.57478,0.88051,0.000464744,0.000464744,0.000464744
261,162.993,0.52276,0.58559,0.88784,0.92991,0.96699,0.995,0.91501,0.4962,0.57478,0.88051,0.000464125,0.000464125,0.000464125
262,163.634,0.60337,0.89001,0.87618,0.92991,0.96699,0.995,0.91501,0.4962,0.57478,0.88051,0.000463506,0.000463506,0.000463506
263,164.238,0.61085,0.77072,0.98321,0.92991,0.96699,0.995,0.91501,0.4962,0.57478,0.88051,0.000462887,0.000462887,0.000462887
264,164.882,0.72773,0.82947,0.84725,0.94223,0.93984,0.995,0.92021,0.49418,0.63166,0.87818,0.000462269,0.000462269,0.000462269
265,165.488,0.61314,0.97697,0.92601,0.94223,0.93984,0.995,0.92021,0.49418,0.63166,0.87818,0.00046165,0.00046165,0.00046165
266,166.102,0.93522,0.98562,0.87852,0.94223,0.93984,0.995,0.92021,0.49418,0.63166,0.87818,0.000461031,0.000461031,0.000461031
267,166.731,0.70663,0.87809,0.9089,0.94223,0.93984,0.995,0.92021,0.49418,0.63166,0.87818,0.000460413,0.000460413,0.000460413
268,167.494,0.48725,0.62161,0.89286,0.925,0.914,0.98111,0.89371,0.45646,0.69543,0.87163,0.000459794,0.000459794,0.000459794
269,168.294,0.73579,0.6628,1.03252,0.925,0.914,0.98111,0.89371,0.45646,0.69543,0.87163,0.000459175,0.000459175,0.000459175
270,168.992,0.8625,1.00121,0.91317,0.925,0.914,0.98111,0.89371,0.45646,0.69543,0.87163,0.000458556,0.000458556,0.000458556
271,169.588,0.41086,0.53718,0.81235,0.925,0.914,0.98111,0.89371,0.45646,0.69543,0.87163,0.000457938,0.000457938,0.000457938
272,170.266,0.4441,0.61848,0.83576,0.91475,0.91168,0.98111,0.89503,0.45781,0.72812,0.8737,0.000457319,0.000457319,0.000457319
273,170.877,0.5177,0.6293,0.92817,0.91475,0.91168,0.98111,0.89503,0.45781,0.72812,0.8737,0.0004567,0.0004567,0.0004567
274,171.485,0.65819,0.88907,0.84773,0.91475,0.91168,0.98111,0.89503,0.45781,0.72812,0.8737,0.000456081,0.000456081,0.000456081
275,172.06,0.42452,0.52705,0.86846,0.91475,0.91168,0.98111,0.89503,0.45781,0.72812,0.8737,0.000455462,0.000455462,0.000455462
276,172.702,0.72565,1.4384,0.99138,0.89897,0.92044,0.98111,0.86162,0.49698,0.74803,0.88338,0.000454844,0.000454844,0.000454844
277,173.301,0.48831,0.61757,0.85737,0.89897,0.92044,0.98111,0.86162,0.49698,0.74803,0.88338,0.000454225,0.000454225,0.000454225
278,173.896,0.56385,0.65022,0.88181,0.89897,0.92044,0.98111,0.86162,0.49698,0.74803,0.88338,0.000453606,0.000453606,0.000453606
279,174.514,0.64171,1.02826,0.87141,0.89897,0.92044,0.98111,0.86162,0.49698,0.74803,0.88338,0.000452987,0.000452987,0.000452987
280,175.117,0.59711,0.8198,0.90361,0.9025,0.91872,0.98111,0.85407,0.49382,0.76709,0.88786,0.000452369,0.000452369,0.000452369
281,175.674,0.71647,0.8273,0.86467,0.9025,0.91872,0.98111,0.85407,0.49382,0.76709,0.88786,0.00045175,0.00045175,0.00045175
282,176.243,0.50495,0.61001,0.86611,0.9025,0.91872,0.98111,0.85407,0.49382,0.76709,0.88786,0.000451131,0.000451131,0.000451131
283,176.815,0.48199,0.63067,0.87759,0.9025,0.91872,0.98111,0.85407,0.49382,0.76709,0.88786,0.000450513,0.000450513,0.000450513
284,177.43,0.5027,0.71654,0.83436,0.91075,0.95239,0.995,0.90527,0.45812,0.75339,0.88194,0.000449894,0.000449894,0.000449894
285,177.996,0.44134,0.53189,0.82511,0.91075,0.95239,0.995,0.90527,0.45812,0.75339,0.88194,0.000449275,0.000449275,0.000449275
286,178.743,0.48056,0.5946,0.8629,0.91075,0.95239,0.995,0.90527,0.45812,0.75339,0.88194,0.000448656,0.000448656,0.000448656
287,179.404,0.61996,0.79561,0.9633,0.91075,0.95239,0.995,0.90527,0.45812,0.75339,0.88194,0.000448037,0.000448037,0.000448037
288,180.047,0.51632,0.78077,0.93206,0.93874,0.95456,0.995,0.91818,0.43384,0.6973,0.87485,0.000447419,0.000447419,0.000447419
289,180.72,0.74555,0.78431,0.8306,0.93874,0.95456,0.995,0.91818,0.43384,0.6973,0.87485,0.0004468,0.0004468,0.0004468
290,181.303,0.43682,0.55187,0.86656,0.93874,0.95456,0.995,0.91818,0.43384,0.6973,0.87485,0.000446181,0.000446181,0.000446181
291,181.923,0.5688,0.97891,0.85485,0.93874,0.95456,0.995,0.91818,0.43384,0.6973,0.87485,0.000445562,0.000445562,0.000445562
292,182.761,0.47633,0.55764,0.85683,0.9372,0.9506,0.995,0.91645,0.42329,0.65319,0.86916,0.000444944,0.000444944,0.000444944
293,183.481,0.58448,0.67333,1.02352,0.9372,0.9506,0.995,0.91645,0.42329,0.65319,0.86916,0.000444325,0.000444325,0.000444325
294,184.132,0.58111,0.77412,0.85954,0.9372,0.9506,0.995,0.91645,0.42329,0.65319,0.86916,0.000443706,0.000443706,0.000443706
295,184.737,0.58339,0.80786,0.9748,0.9372,0.9506,0.995,0.91645,0.42329,0.65319,0.86916,0.000443088,0.000443088,0.000443088
296,185.379,0.5595,0.71442,0.92416,0.9326,0.93413,0.995,0.92285,0.40344,0.62288,0.85961,0.000442469,0.000442469,0.000442469
297,186.096,0.54417,0.8316,0.85078,0.9326,0.93413,0.995,0.92285,0.40344,0.62288,0.85961,0.00044185,0.00044185,0.00044185
298,186.703,0.72641,0.69911,1.0082,0.9326,0.93413,0.995,0.92285,0.40344,0.62288,0.85961,0.000441231,0.000441231,0.000441231
299,187.377,0.41745,0.56562,0.84988,0.9326,0.93413,0.995,0.92285,0.40344,0.62288,0.85961,0.000440612,0.000440612,0.000440612
300,188.027,0.45558,0.58934,0.83235,0.92972,0.93677,0.995,0.93412,0.37984,0.6141,0.85481,0.000439994,0.000439994,0.000439994
301,188.736,0.5177,0.76601,0.92392,0.92972,0.93677,0.995,0.93412,0.37984,0.6141,0.85481,0.000439375,0.000439375,0.000439375
302,189.39,0.43239,0.64326,0.86673,0.92972,0.93677,0.995,0.93412,0.37984,0.6141,0.85481,0.000438756,0.000438756,0.000438756
303,190.021,0.53449,0.70187,0.83335,0.92972,0.93677,0.995,0.93412,0.37984,0.6141,0.85481,0.000438138,0.000438138,0.000438138
304,190.682,0.42564,0.51551,0.78683,0.92569,0.93956,0.995,0.92246,0.36443,0.59221,0.85267,0.000437519,0.000437519,0.000437519
305,191.283,0.53448,0.82085,0.96441,0.92569,0.93956,0.995,0.92246,0.36443,0.59221,0.85267,0.0004369,0.0004369,0.0004369
306,191.891,0.50804,0.62758,0.81455,0.92569,0.93956,0.995,0.92246,0.36443,0.59221,0.85267,0.000436281,0.000436281,0.000436281
307,192.5,0.69741,0.8566,0.85425,0.92569,0.93956,0.995,0.92246,0.36443,0.59221,0.85267,0.000435662,0.000435662,0.000435662
308,193.128,0.41732,0.76846,0.91849,0.91863,0.93631,0.995,0.93882,0.36249,0.56186,0.84825,0.000435044,0.000435044,0.000435044
309,193.778,0.65343,0.74006,0.84624,0.91863,0.93631,0.995,0.93882,0.36249,0.56186,0.84825,0.000434425,0.000434425,0.000434425
310,194.389,0.41973,0.51965,0.82082,0.91863,0.93631,0.995,0.93882,0.36249,0.56186,0.84825,0.000433806,0.000433806,0.000433806
311,195.009,0.59618,0.72507,0.8743,0.91863,0.93631,0.995,0.93882,0.36249,0.56186,0.84825,0.000433187,0.000433187,0.000433187
312,195.666,0.60577,0.60447,0.94797,0.91551,0.95881,0.995,0.94434,0.36211,0.54722,0.84552,0.000432569,0.000432569,0.000432569
313,196.287,0.69402,0.96274,1.02641,0.91551,0.95881,0.995,0.94434,0.36211,0.54722,0.84552,0.00043195,0.00043195,0.00043195
314,196.904,0.53008,0.62022,0.94452,0.91551,0.95881,0.995,0.94434,0.36211,0.54722,0.84552,0.000431331,0.000431331,0.000431331
315,197.529,0.52516,0.57818,0.81238,0.91551,0.95881,0.995,0.94434,0.36211,0.54722,0.84552,0.000430712,0.000430712,0.000430712
316,198.19,0.52408,0.76275,0.97027,0.91795,0.98967,0.995,0.92676,0.37117,0.55861,0.8444,0.000430094,0.000430094,0.000430094
317,198.799,0.51673,0.77989,0.91925,0.91795,0.98967,0.995,0.92676,0.37117,0.55861,0.8444,0.000429475,0.000429475,0.000429475
318,199.391,0.42367,0.56787,0.84499,0.91795,0.98967,0.995,0.92676,0.37117,0.55861,0.8444,0.000428856,0.000428856,0.000428856
319,199.998,0.51188,0.67911,0.84569,0.91795,0.98967,0.995,0.92676,0.37117,0.55861,0.8444,0.000428237,0.000428237,0.000428237
320,200.631,0.39352,0.48768,0.84122,0.90397,0.99407,0.995,0.91991,0.40137,0.5829,0.84447,0.000427619,0.000427619,0.000427619
321,201.223,0.50352,0.6928,0.94523,0.90397,0.99407,0.995,0.91991,0.40137,0.5829,0.84447,0.000427,0.000427,0.000427
322,201.834,0.4714,0.66417,0.84499,0.90397,0.99407,0.995,0.91991,0.40137,0.5829,0.84447,0.000426381,0.000426381,0.000426381
323,202.43,0.39771,0.52452,0.85642,0.90397,0.99407,0.995,0.91991,0.40137,0.5829,0.84447,0.000425762,0.000425762,0.000425762
324,203.063,0.41275,0.5252,0.86513,0.91022,0.99571,0.995,0.9231,0.41145,0.58092,0.84757,0.000425144,0.000425144,0.000425144
325,203.656,0.44224,0.53642,0.79473,0.91022,0.99571,0.995,0.9231,0.41145,0.58092,0.84757,0.000424525,0.000424525,0.000424525
326,204.259,0.63448,0.6932,0.82068,0.91022,0.99571,0.995,0.9231,0.41145,0.58092,0.84757,0.000423906,0.000423906,0.000423906
327,204.854,0.43227,0.60785,0.86047,0.91022,0.99571,0.995,0.9231,0.41145,0.58092,0.84757,0.000423288,0.000423288,0.000423288
328,205.494,0.61075,0.87542,1.00374,0.90986,0.97858,0.995,0.9431,0.40113,0.55433,0.84836,0.000422669,0.000422669,0.000422669
329,206.106,0.64841,0.79285,0.81462,0.90986,0.97858,0.995,0.9431,0.40113,0.55433,0.84836,0.00042205,0.00042205,0.00042205
330,206.701,0.41958,0.57338,0.87516,0.90986,0.97858,0.995,0.9431,0.40113,0.55433,0.84836,0.000421431,0.000421431,0.000421431
331,207.319,0.67126,0.74799,1.00941,0.90986,0.97858,0.995,0.9431,0.40113,0.55433,0.84836,0.000420812,0.000420812,0.000420812
332,207.952,0.41244,0.50375,0.84403,0.92621,0.98636,0.995,0.95442,0.38809,0.52626,0.84763,0.000420194,0.000420194,0.000420194
333,208.617,0.51683,0.65454,0.91667,0.92621,0.98636,0.995,0.95442,0.38809,0.52626,0.84763,0.000419575,0.000419575,0.000419575
334,209.293,0.63569,0.74675,0.83792,0.92621,0.98636,0.995,0.95442,0.38809,0.52626,0.84763,0.000418956,0.000418956,0.000418956
335,209.904,0.37027,0.4825,0.8419,0.92621,0.98636,0.995,0.95442,0.38809,0.52626,0.84763,0.000418337,0.000418337,0.000418337
336,210.565,0.77846,0.84774,0.85661,0.88079,1,0.995,0.9394,0.3725,0.51523,0.84433,0.000417719,0.000417719,0.000417719
337,211.165,0.41838,0.54416,0.90466,0.88079,1,0.995,0.9394,0.3725,0.51523,0.84433,0.0004171,0.0004171,0.0004171
338,211.764,0.4592,0.63888,0.88957,0.88079,1,0.995,0.9394,0.3725,0.51523,0.84433,0.000416481,0.000416481,0.000416481
339,212.366,0.41717,0.49153,0.82837,0.88079,1,0.995,0.9394,0.3725,0.51523,0.84433,0.000415862,0.000415862,0.000415862
340,213.003,0.48225,0.66172,0.89179,0.83025,1,0.995,0.94236,0.36464,0.50861,0.8398,0.000415244,0.000415244,0.000415244
341,213.595,0.44272,0.5723,0.81646,0.83025,1,0.995,0.94236,0.36464,0.50861,0.8398,0.000414625,0.000414625,0.000414625
342,214.191,0.42678,0.5748,0.86068,0.83025,1,0.995,0.94236,0.36464,0.50861,0.8398,0.000414006,0.000414006,0.000414006
343,214.782,0.4288,0.66341,0.96062,0.83025,1,0.995,0.94236,0.36464,0.50861,0.8398,0.000413387,0.000413387,0.000413387
344,215.419,0.58426,0.55826,0.97705,0.83148,1,0.995,0.92878,0.39803,0.51142,0.84368,0.000412769,0.000412769,0.000412769
345,216.015,0.41747,0.51362,0.83972,0.83148,1,0.995,0.92878,0.39803,0.51142,0.84368,0.00041215,0.00041215,0.00041215
346,216.635,0.47724,0.79847,0.84705,0.83148,1,0.995,0.92878,0.39803,0.51142,0.84368,0.000411531,0.000411531,0.000411531
347,217.229,0.39317,0.52511,0.86308,0.83148,1,0.995,0.92878,0.39803,0.51142,0.84368,0.000410913,0.000410913,0.000410913
348,217.879,0.43462,0.52904,0.83295,0.84339,1,0.995,0.91612,0.42474,0.52242,0.84855,0.000410294,0.000410294,0.000410294
349,218.485,0.51651,0.62955,0.93528,0.84339,1,0.995,0.91612,0.42474,0.52242,0.84855,0.000409675,0.000409675,0.000409675
350,219.087,0.56888,0.73236,0.91151,0.84339,1,0.995,0.91612,0.42474,0.52242,0.84855,0.000409056,0.000409056,0.000409056
351,219.692,0.47736,0.68106,0.90427,0.84339,1,0.995,0.91612,0.42474,0.52242,0.84855,0.000408438,0.000408438,0.000408438
352,220.34,0.61352,0.69698,0.86274,0.91405,1,0.995,0.93355,0.4137,0.50977,0.84964,0.000407819,0.000407819,0.000407819
353,220.956,0.55604,0.91789,0.86173,0.91405,1,0.995,0.93355,0.4137,0.50977,0.84964,0.0004072,0.0004072,0.0004072
354,221.582,0.70585,0.81894,0.82287,0.91405,1,0.995,0.93355,0.4137,0.50977,0.84964,0.000406581,0.000406581,0.000406581
355,222.18,0.58206,0.70208,1.01498,0.91405,1,0.995,0.93355,0.4137,0.50977,0.84964,0.000405963,0.000405963,0.000405963
356,222.818,0.51165,0.90839,0.8505,0.96049,1,0.995,0.93066,0.40244,0.48916,0.84624,0.000405344,0.000405344,0.000405344
357,223.416,0.54154,0.56381,0.87784,0.96049,1,0.995,0.93066,0.40244,0.48916,0.84624,0.000404725,0.000404725,0.000404725
358,224.009,0.45225,0.51437,0.83138,0.96049,1,0.995,0.93066,0.40244,0.48916,0.84624,0.000404106,0.000404106,0.000404106
359,224.612,0.46036,0.58457,0.89497,0.96049,1,0.995,0.93066,0.40244,0.48916,0.84624,0.000403488,0.000403488,0.000403488
360,225.245,0.5225,0.57469,0.87936,0.96908,1,0.995,0.93586,0.38041,0.47993,0.84145,0.000402869,0.000402869,0.000402869
361,225.838,0.41463,0.49334,0.74443,0.96908,1,0.995,0.93586,0.38041,0.47993,0.84145,0.00040225,0.00040225,0.00040225
362,226.44,0.40293,0.49277,0.86099,0.96908,1,0.995,0.93586,0.38041,0.47993,0.84145,0.000401631,0.000401631,0.000401631
363,227.046,0.6145,0.82967,1.00098,0.96908,1,0.995,0.93586,0.38041,0.47993,0.84145,0.000401012,0.000401012,0.000401012
364,227.698,0.62197,0.6919,0.77514,0.9615,1,0.995,0.9308,0.38089,0.48741,0.84109,0.000400394,0.000400394,0.000400394
365,228.308,0.39428,0.50411,0.8547,0.9615,1,0.995,0.9308,0.38089,0.48741,0.84109,0.000399775,0.000399775,0.000399775
366,228.948,0.37513,0.53818,0.89327,0.9615,1,0.995,0.9308,0.38089,0.48741,0.84109,0.000399156,0.000399156,0.000399156
367,229.571,0.48358,0.64639,0.92687,0.9615,1,0.995,0.9308,0.38089,0.48741,0.84109,0.000398538,0.000398538,0.000398538
368,230.216,0.40124,0.54224,0.85174,0.9452,1,0.995,0.93266,0.42336,0.50372,0.84797,0.000397919,0.000397919,0.000397919
369,230.809,0.43702,0.74708,0.97534,0.9452,1,0.995,0.93266,0.42336,0.50372,0.84797,0.0003973,0.0003973,0.0003973
370,231.41,0.37357,0.52255,0.80942,0.9452,1,0.995,0.93266,0.42336,0.50372,0.84797,0.000396681,0.000396681,0.000396681
371,232.013,0.43234,0.56022,0.9256,0.9452,1,0.995,0.93266,0.42336,0.50372,0.84797,0.000396063,0.000396063,0.000396063
372,232.643,0.44911,0.73695,0.93057,0.94703,1,0.995,0.91888,0.47517,0.50126,0.85777,0.000395444,0.000395444,0.000395444
373,233.243,0.61549,0.64912,0.9328,0.94703,1,0.995,0.91888,0.47517,0.50126,0.85777,0.000394825,0.000394825,0.000394825
374,233.85,0.38266,0.48554,0.79105,0.94703,1,0.995,0.91888,0.47517,0.50126,0.85777,0.000394206,0.000394206,0.000394206
375,234.45,0.3546,0.48697,0.89653,0.94703,1,0.995,0.91888,0.47517,0.50126,0.85777,0.000393587,0.000393587,0.000393587
